rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri.1,track_href,analysis_url,duration_ms,time_signature,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
49,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,3,50,40,3159570,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,audio_features,spotify:track:59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/tracks/59nOXPmaKlBfGMDeOVGrIK,https://api.spotify.com/v1/audio-analysis/59nOXPmaKlBfGMDeOVGrIK,189893,4,5.0,5.0,-0.0217741429805755,0.0,10.0,0.0,0.04777
50,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,Domino Recording Co,18,48,107,3128152,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,audio_features,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4,15.0,9.0,-0.1602306415637334,2.0,20.0,2.0,-0.0270708333333333
51,spotify:track:2CSRrnOEELmhpq8iaAi9cd,SZA,Blind,Top Dawg Entertainment/RCA Records,5,42,8,3111062,0.461,0.279,9,-11.776,0,0.0373,0.911,0.0,0.205,0.599,114.225,audio_features,spotify:track:2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/tracks/2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/audio-analysis/2CSRrnOEELmhpq8iaAi9cd,150720,4,8.0,12.0,0.095382085442543,0.0,17.0,3.0,0.072715
52,spotify:track:6Um358vY92UBv5DloTRX9L,"Carin Leon, Grupo Frontera",Que Vuelvas,BorderKid Records/Sony Music Latin,28,41,5,3096405,0.491,0.643,10,-4.309,1,0.0442,0.187,0.0,0.109,0.779,162.469,audio_features,spotify:track:6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/tracks/6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/audio-analysis/6Um358vY92UBv5DloTRX9L,169419,4,7.0,5.0,-0.1066647171974182,0.0,12.0,0.0,-0.0069333333333333
53,spotify:track:76FeKAU0A4dpFGrVSg2TX2,Morgan Wallen,I Wrote The Book,Big Loud Records / Mercury Records / Republic Records,53,-1,1,3055036,0.682,0.805,2,-3.739,1,0.0403,0.0888,5.34e-05,0.0776,0.826,143.978,audio_features,spotify:track:76FeKAU0A4dpFGrVSg2TX2,https://api.spotify.com/v1/tracks/76FeKAU0A4dpFGrVSg2TX2,https://api.spotify.com/v1/audio-analysis/76FeKAU0A4dpFGrVSg2TX2,181767,4,24.0,11.0,-0.2289886287280491,1.0,29.0,5.0,0.1303514285714286
54,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,Republic Records,18,59,8,3050298,0.551,0.55,10,-5.339,1,0.0286,0.777,0.0,0.202,0.342,101.19,audio_features,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440,3,12.0,3.0,-0.3706082661946615,0.0,15.0,0.0,-0.0591999999999999
55,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,CUFF IT,Parkwood Entertainment/Columbia,10,53,27,3048171,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,audio_features,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4,13.0,3.0,-0.3789755590260029,0.0,16.0,0.0,0.09486875
56,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,Rimas Entertainment LLC,2,51,39,3047566,0.911,0.712,1,-5.105,0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,audio_features,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,178567,4,15.0,15.0,-0.0206713875134785,2.0,24.0,4.0,-0.0494166666666666
57,spotify:track:48UKTR66uUOT9LaUvooTNx,Luke Combs,The Kind of Love We Make,River House Artists/Columbia Nashville,15,76,33,2999687,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,audio_features,spotify:track:48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/tracks/48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/audio-analysis/48UKTR66uUOT9LaUvooTNx,224427,4,16.0,9.0,-0.184304666519165,1.0,24.0,0.0,-0.01184
58,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,Lil Baby,Freestyle,Quality Control Music (Caroline),58,103,33,2988622,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,audio_features,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/tracks/5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/audio-analysis/5BbdKBZO0TH0GhfxUfyhL9,162053,4,13.0,8.0,-0.1391738539650326,2.0,15.0,4.0,0.0901190476190476
59,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,27,60,15,2984401,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,audio_features,spotify:track:0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,134256,4,42.0,13.0,-0.3081824801184914,1.0,40.0,14.0,-0.0424254545454545
60,spotify:track:62L9AbfPmUm8gV578rxC51,Morgan Wallen,Everything I Love,Big Loud Records / Mercury Records / Republic Records,60,-1,1,2982331,0.563,0.851,8,-3.798,1,0.026,0.00417,0.00113,0.147,0.72,103.996,audio_features,spotify:track:62L9AbfPmUm8gV578rxC51,https://api.spotify.com/v1/tracks/62L9AbfPmUm8gV578rxC51,https://api.spotify.com/v1/audio-analysis/62L9AbfPmUm8gV578rxC51,187047,4,35.0,9.0,-0.3406475782394409,2.0,29.0,13.0,-0.0116522727272727
61,spotify:track:2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",La Jumpa,Rimas Entertainment LLC.,43,45,9,2976546,0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,audio_features,spotify:track:2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/tracks/2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/audio-analysis/2mnXxnrX5vCGolNkaFvVeM,196800,4,49.0,11.0,-0.3665753781795501,3.0,52.0,5.0,-0.0560916666666666
62,spotify:track:6IyoLWzljeR3ldQo4KWHT6,Yeat,Out thë way,Field Trip Recordings/Geffen Records,47,47,9,2973938,0.767,0.628,4,-7.41,0,0.242,0.21,8.79e-06,0.275,0.798,128.07,audio_features,spotify:track:6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/tracks/6IyoLWzljeR3ldQo4KWHT6,https://api.spotify.com/v1/audio-analysis/6IyoLWzljeR3ldQo4KWHT6,150242,4,7.0,1.0,-0.4617858901619911,0.0,8.0,0.0,0.0198625
63,spotify:track:3QFInJAm9eyaho5vBzxInN,"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),Columbia,8,57,75,2957509,0.711,0.611,1,-5.453,1,0.33,0.00588,0.0,0.23,0.144,134.093,audio_features,spotify:track:3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/tracks/3QFInJAm9eyaho5vBzxInN,https://api.spotify.com/v1/audio-analysis/3QFInJAm9eyaho5vBzxInN,252262,4,4.0,3.0,-0.1014207601547241,1.0,4.0,2.0,0.1733571428571429
64,spotify:track:7H0ya83CMmgFcOhw0UB6ow,Beach House,Space Song,Bella Union,47,58,81,2950439,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,spotify:track:7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467,4,27.0,11.0,-0.2516736717600571,2.0,35.0,1.0,0.0219947368421052
65,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,Universal Republic Records,57,61,31,2940783,0.715,0.47,5,-12.638,0,0.0772,0.353,0.0923,0.104,0.426,89.965,audio_features,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/tracks/5gDWsRxpJ2lZAffh5p7K0w,https://api.spotify.com/v1/audio-analysis/5gDWsRxpJ2lZAffh5p7K0w,111627,4,15.0,13.0,-0.0612737323556627,2.0,26.0,0.0,-0.0659142857142857
66,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),Republic Records,10,44,9,2912858,0.684,0.671,7,-4.392,0,0.0464,0.189,2.37e-05,0.122,0.156,88.048,audio_features,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g,199920,4,15.0,2.0,-0.4861288140801822,2.0,14.0,1.0,-0.0333470588235294
67,spotify:track:0O6u0VJ46W86TxN9wgyqDj,"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),Mercury Records/Republic Records,3,54,35,2891930,0.733,0.67,5,-6.009,1,0.0751,0.121,0.0,0.121,0.472,100.964,audio_features,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841,4,16.0,2.0,-0.4318647583325704,0.0,18.0,0.0,0.0694666666666666
68,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,147,82,2886458,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,spotify:track:567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806,4,9.0,3.0,-0.2976105064153671,0.0,12.0,0.0,-0.0493333333333333
69,spotify:track:1rydhdFtKe2CRkiaVb7aGF,Lil Yachty,the BLACK seminole.,Quality Control Music/Motown Records,69,-1,1,2847056,0.302,0.557,9,-5.737,0,0.0326,0.063,0.344,0.118,0.103,113.563,audio_features,spotify:track:1rydhdFtKe2CRkiaVb7aGF,https://api.spotify.com/v1/tracks/1rydhdFtKe2CRkiaVb7aGF,https://api.spotify.com/v1/audio-analysis/1rydhdFtKe2CRkiaVb7aGF,411912,4,42.0,19.0,-0.2301130587937402,2.0,57.0,2.0,-0.0002147540983606
70,spotify:track:6UN73IYd0hZxLi8wFPMQij,Coi Leray,Players,Uptown / Republic Records,70,86,3,2826221,0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,audio_features,spotify:track:6UN73IYd0hZxLi8wFPMQij,https://api.spotify.com/v1/tracks/6UN73IYd0hZxLi8wFPMQij,https://api.spotify.com/v1/audio-analysis/6UN73IYd0hZxLi8wFPMQij,139560,4,14.0,7.0,-0.2096988502002897,3.0,18.0,0.0,-0.0386761904761904
71,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,48,65,24,2817434,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,11.0,14.0,0.0432544827461242,1.0,23.0,1.0,-0.0020839999999999
72,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Kendrick Lamar, Jay Rock",Money Trees,Aftermath,52,63,111,2816763,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,audio_features,spotify:track:2HbKqm4o0w5wEeEFXm2sD4,https://api.spotify.com/v1/tracks/2HbKqm4o0w5wEeEFXm2sD4,https://api.spotify.com/v1/audio-analysis/2HbKqm4o0w5wEeEFXm2sD4,386907,4,20.0,5.0,-0.3440028285980224,1.0,23.0,1.0,-0.066052
73,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,56,93,2796915,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,audio_features,spotify:track:4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/tracks/4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/audio-analysis/4PMqSO5qyjpvzhlLI5GnID,278480,4,12.0,3.0,-0.3688455422719319,0.0,15.0,0.0,-0.0944666666666666
74,spotify:track:6KGtAlYvgm4W9PoYabFAYE,Morgan Wallen,One Thing At A Time,Big Loud Records / Mercury Records / Republic Records,31,163,9,2791433,0.614,0.913,7,-5.126,1,0.0296,0.0042,1.72e-06,0.26,0.92,141.982,audio_features,spotify:track:6KGtAlYvgm4W9PoYabFAYE,https://api.spotify.com/v1/tracks/6KGtAlYvgm4W9PoYabFAYE,https://api.spotify.com/v1/audio-analysis/6KGtAlYvgm4W9PoYabFAYE,206865,4,7.0,13.0,0.1536023408174514,0.0,20.0,0.0,0.01806
75,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,Roc-A-Fella,40,77,70,2783677,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,audio_features,spotify:track:4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,211000,4,40.0,2.0,-0.5503367384274801,3.0,35.0,4.0,-0.0126380952380952
76,spotify:track:2TktkzfozZifbQhXjT6I33,Omar Apollo,Evergreen (You Didn’t Deserve Me At All),Warner Records,12,67,21,2733556,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,audio_features,spotify:track:2TktkzfozZifbQhXjT6I33,https://api.spotify.com/v1/tracks/2TktkzfozZifbQhXjT6I33,https://api.spotify.com/v1/audio-analysis/2TktkzfozZifbQhXjT6I33,216680,3,34.0,9.0,-0.3277298780374749,2.0,38.0,3.0,-0.0580186046511627
77,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,62,21,2731021,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4,22.0,3.0,-0.4723807311058044,1.0,23.0,1.0,-0.12124
78,spotify:track:6pcywuOeGGWeOQzdUyti6k,"21 Savage, Metro Boomin",Glock In My Lap,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",8,82,17,2729266,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04e-05,0.151,0.202,130.029,audio_features,spotify:track:6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k,193591,4,25.0,10.0,-0.2520281195640564,0.0,33.0,2.0,0.00566
79,spotify:track:4tqcoej1zPvwePZCzuAjJd,J. Cole,Wet Dreamz,Roc Nation Records LLC,69,69,68,2710671,0.495,0.722,6,-8.108,0,0.357,0.0697,0.0,0.113,0.539,175.627,audio_features,spotify:track:4tqcoej1zPvwePZCzuAjJd,https://api.spotify.com/v1/tracks/4tqcoej1zPvwePZCzuAjJd,https://api.spotify.com/v1/audio-analysis/4tqcoej1zPvwePZCzuAjJd,239267,4,28.0,4.0,-0.4438756071031093,1.0,27.0,4.0,0.0714312499999999
80,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,Universal Republic Records,3,71,105,2707625,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4,16.0,15.0,-0.0166199303442432,1.0,30.0,0.0,0.015716129032258
81,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,1,66,114,2688172,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4,12.0,5.0,-0.255438324283151,1.0,14.0,2.0,0.1176529411764705
82,spotify:track:3fNMgjG8yXaSam46swhz7w,"Trippie Redd, Juice WRLD",KNIGHT CRAWLER (feat. Juice WRLD),TenThousand Projects,22,22,2,2680717,0.679,0.769,0,-3.539,1,0.24,0.0537,0.0,0.309,0.424,130.094,audio_features,spotify:track:3fNMgjG8yXaSam46swhz7w,https://api.spotify.com/v1/tracks/3fNMgjG8yXaSam46swhz7w,https://api.spotify.com/v1/audio-analysis/3fNMgjG8yXaSam46swhz7w,177231,4,14.0,4.0,-0.3112382392088572,3.0,14.0,1.0,-0.0520388888888888
83,spotify:track:4WuOWVnAqvEQxgSRrspBgt,"Metro Boomin, Travis Scott, 21 Savage",Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Republic Records,7,55,9,2677234,0.671,0.658,2,-5.567,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,audio_features,spotify:track:4WuOWVnAqvEQxgSRrspBgt,https://api.spotify.com/v1/tracks/4WuOWVnAqvEQxgSRrspBgt,https://api.spotify.com/v1/audio-analysis/4WuOWVnAqvEQxgSRrspBgt,207307,4,9.0,3.0,-0.2854201893011729,0.0,12.0,0.0,-0.0351249999999999
84,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,2,79,37,2663708,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4,13.0,5.0,-0.2809736761781904,0.0,16.0,2.0,0.0748055555555555
85,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,25,78,66,2615125,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,audio_features,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,120027,4,9.0,7.0,-0.1008909232914447,0.0,16.0,0.0,-0.0884187499999999
86,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,RCA Records Label,60,68,26,2614429,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4,17.0,12.0,-0.1126379905075862,1.0,24.0,4.0,-0.0123793103448275
87,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,81,81,25,2610259,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3,30.0,23.0,-0.0880843524662953,5.0,38.0,10.0,0.0387150943396226
88,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,"Oscar Maydon, Junior H",Fin de Semana,Rancho Humilde,88,170,3,2609210,0.699,0.541,0,-4.943,1,0.0826,0.0628,0.0,0.0916,0.365,98.395,audio_features,spotify:track:6TBzRwnX2oYd8aOrOuyK1p,https://api.spotify.com/v1/tracks/6TBzRwnX2oYd8aOrOuyK1p,https://api.spotify.com/v1/audio-analysis/6TBzRwnX2oYd8aOrOuyK1p,224921,4,19.0,10.0,-0.1860015289536838,0.0,29.0,0.0,0.0094689655172413
89,spotify:track:6NHpyYvJyQsg2nXXzGYc2R,Morgan Wallen,Thought You Should Know,Big Loud Records / Republic Records,18,110,39,2585135,0.529,0.695,6,-6.174,1,0.0278,0.488,1.24e-05,0.142,0.514,139.993,audio_features,spotify:track:6NHpyYvJyQsg2nXXzGYc2R,https://api.spotify.com/v1/tracks/6NHpyYvJyQsg2nXXzGYc2R,https://api.spotify.com/v1/audio-analysis/6NHpyYvJyQsg2nXXzGYc2R,215572,4,9.0,5.0,-0.1894111590726035,0.0,12.0,2.0,-0.0211428571428571
90,spotify:track:3XgGQ1wjo5khvq2UImjyNF,Brent Faiyaz,ALL MINE,"Lost Kids LLC., Marketed by Venice / Stem",22,84,26,2555568,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,audio_features,spotify:track:3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/audio-analysis/3XgGQ1wjo5khvq2UImjyNF,216063,4,7.0,0.0,-0.6832684448787144,0.0,4.0,3.0,0.1556285714285714
91,spotify:track:4vVjPTApwXZwB2H3mBq3ml,"Quavo, Takeoff",HOTEL LOBBY (Unc & Phew),Quality Control Music/Motown Records,61,70,30,2551685,0.825,0.649,11,-4.297,1,0.169,0.117,0.0,0.232,0.143,127.978,audio_features,spotify:track:4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/audio-analysis/4vVjPTApwXZwB2H3mBq3ml,142657,4,10.0,10.0,-0.0110867440700531,2.0,13.0,5.0,0.135535
92,spotify:track:1lRtH4FszTrwwlK5gTSbXO,"Natanael Cano, Peso Pluma, Gabito Ballesteros",AMG,WEA Latina,89,89,3,2518859,0.772,0.73,11,-6.657,0,0.0972,0.152,0.000107,0.274,0.786,136.175,audio_features,spotify:track:1lRtH4FszTrwwlK5gTSbXO,https://api.spotify.com/v1/tracks/1lRtH4FszTrwwlK5gTSbXO,https://api.spotify.com/v1/audio-analysis/1lRtH4FszTrwwlK5gTSbXO,174943,3,10.0,9.0,-0.039739379757329,0.0,19.0,0.0,0.0930631578947368
93,spotify:track:0rhI6gvOeCKA502RdJAbfs,TOMORROW X TOGETHER,Sugar Rush Ride,Republic Records - TXT,93,-1,1,2514311,0.712,0.893,10,-3.995,0,0.0851,0.00788,0.0,0.169,0.828,125.022,audio_features,spotify:track:0rhI6gvOeCKA502RdJAbfs,https://api.spotify.com/v1/tracks/0rhI6gvOeCKA502RdJAbfs,https://api.spotify.com/v1/audio-analysis/0rhI6gvOeCKA502RdJAbfs,186571,4,9.0,6.0,-0.1541194597880045,0.0,14.0,1.0,0.0317133333333333
94,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,Taylor Swift,Midnight Rain,Taylor Swift,3,73,15,2505844,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,audio_features,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/tracks/3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/audio-analysis/3rWDp9tBPQR9z6U5YyRSK4,174783,4,25.0,6.0,-0.3709438250910851,1.0,30.0,0.0,-0.0968967741935483
95,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,80,34,2491576,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,spotify:track:4ewazQLXFTDC8XvCbhvtXs,https://api.spotify.com/v1/tracks/4ewazQLXFTDC8XvCbhvtXs,https://api.spotify.com/v1/audio-analysis/4ewazQLXFTDC8XvCbhvtXs,233456,3,17.0,1.0,-0.5328093502256606,1.0,17.0,0.0,-0.021711111111111
96,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,49,83,30,2471203,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,audio_features,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/tracks/3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/audio-analysis/3AVrVz5rK8Hrqo9YGiVGN5,290147,4,14.0,13.0,-0.0319787396325005,0.0,24.0,3.0,0.0868666666666666
97,spotify:track:0hquQWY3xvYqN4qtiquniF,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Kemosabe Records/RCA Records,7,97,39,2398610,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,audio_features,spotify:track:0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907,4,16.0,10.0,-0.1469304469915536,1.0,21.0,4.0,0.0520038461538461
98,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,Universal Republic Records,8,91,33,2398609,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,audio_features,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/tracks/1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/audio-analysis/1cKHdTo9u0ZymJdPGSh6nq,241067,4,26.0,10.0,-0.2740231139792336,3.0,33.0,0.0,-0.1031166666666666
