rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri.1,track_href,analysis_url,duration_ms,time_signature,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
82,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,Island Records,15,71,7,2655845,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,audio_features,spotify:track:6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648,4,13.0,8.0,-0.1462712287902832,2.0,17.0,2.0,-0.0345047619047619
83,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,1,86,96,2655082,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26e-05,0.782,0.383,121.07,audio_features,spotify:track:4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/tracks/4PMqSO5qyjpvzhlLI5GnID,https://api.spotify.com/v1/audio-analysis/4PMqSO5qyjpvzhlLI5GnID,278480,4,12.0,3.0,-0.3688455422719319,0.0,15.0,0.0,-0.0944666666666666
84,spotify:track:02MWAaffLxlfxAUY7c5dvx,Glass Animals,Heat Waves,Polydor Records,1,97,117,2650730,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4,12.0,5.0,-0.255438324283151,1.0,14.0,2.0,0.1176529411764705
85,spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,Sony Music Latin/La Industria,48,88,27,2650017,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,11.0,14.0,0.0432544827461242,1.0,23.0,1.0,-0.0020839999999999
86,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,Rihanna,Bitch Better Have My Money,Roc Nation / Rihanna,47,47,2,2647685,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,audio_features,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,219306,4,16.0,10.0,-0.1623834073543548,2.0,23.0,1.0,-0.0401923076923077
87,spotify:track:7H0ya83CMmgFcOhw0UB6ow,Beach House,Space Song,Bella Union,47,90,84,2646114,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,spotify:track:7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467,4,27.0,11.0,-0.2516736717600571,2.0,35.0,1.0,0.0219947368421052
88,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,Foo Fighters,Everlong,RCA Records Label,60,99,29,2623280,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,audio_features,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,250547,4,17.0,12.0,-0.1126379905075862,1.0,24.0,4.0,-0.0123793103448275
89,spotify:track:4pAl7FkDMNBsjykPXo91B3,Rihanna,Needed Me,Roc Nation / Rihanna,42,42,26,2620655,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,audio_features,spotify:track:4pAl7FkDMNBsjykPXo91B3,https://api.spotify.com/v1/tracks/4pAl7FkDMNBsjykPXo91B3,https://api.spotify.com/v1/audio-analysis/4pAl7FkDMNBsjykPXo91B3,191600,4,12.0,4.0,-0.2834520749747753,4.0,12.0,0.0,-0.13518125
90,spotify:track:4MUlNqSrMeFAHA6VpJKMo8,"Polo G, Future",No Time Wasted (feat. Future),Columbia,90,-1,1,2610741,0.513,0.495,1,-8.454,1,0.45,0.00642,0.0,0.3,0.105,150.035,audio_features,spotify:track:4MUlNqSrMeFAHA6VpJKMo8,https://api.spotify.com/v1/tracks/4MUlNqSrMeFAHA6VpJKMo8,https://api.spotify.com/v1/audio-analysis/4MUlNqSrMeFAHA6VpJKMo8,179533,4,16.0,15.0,-0.0166199303442432,1.0,30.0,0.0,0.015716129032258
91,spotify:track:6KGtAlYvgm4W9PoYabFAYE,Morgan Wallen,One Thing At A Time,Big Loud Records / Mercury Records / Republic Records,31,94,12,2592355,0.614,0.913,7,-5.126,1,0.0296,0.0042,1.72e-06,0.26,0.92,141.982,audio_features,spotify:track:6KGtAlYvgm4W9PoYabFAYE,https://api.spotify.com/v1/tracks/6KGtAlYvgm4W9PoYabFAYE,https://api.spotify.com/v1/audio-analysis/6KGtAlYvgm4W9PoYabFAYE,206865,4,7.0,13.0,0.1536023408174514,0.0,20.0,0.0,0.01806
92,spotify:track:4WuOWVnAqvEQxgSRrspBgt,"Metro Boomin, Travis Scott, 21 Savage",Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Republic Records,7,109,12,2577717,0.671,0.658,2,-5.567,1,0.309,0.189,8.66e-05,0.147,0.257,87.933,audio_features,spotify:track:4WuOWVnAqvEQxgSRrspBgt,https://api.spotify.com/v1/tracks/4WuOWVnAqvEQxgSRrspBgt,https://api.spotify.com/v1/audio-analysis/4WuOWVnAqvEQxgSRrspBgt,207307,4,9.0,3.0,-0.2854201893011729,0.0,12.0,0.0,-0.0351249999999999
93,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,Boys Don't Cry,76,98,28,2563265,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3,30.0,23.0,-0.0880843524662953,5.0,38.0,10.0,0.0387150943396226
94,spotify:track:2CSRrnOEELmhpq8iaAi9cd,SZA,Blind,Top Dawg Entertainment/RCA Records,5,92,11,2558721,0.461,0.279,9,-11.776,0,0.0373,0.911,0.0,0.205,0.599,114.225,audio_features,spotify:track:2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/tracks/2CSRrnOEELmhpq8iaAi9cd,https://api.spotify.com/v1/audio-analysis/2CSRrnOEELmhpq8iaAi9cd,150720,4,8.0,12.0,0.095382085442543,0.0,17.0,3.0,0.072715
95,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,2,83,40,2531283,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,audio_features,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4,13.0,5.0,-0.2809736761781904,0.0,16.0,2.0,0.0748055555555555
96,spotify:track:2mnXxnrX5vCGolNkaFvVeM,"Arcángel, Bad Bunny",La Jumpa,Rimas Entertainment LLC.,43,91,12,2496633,0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,audio_features,spotify:track:2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/tracks/2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/audio-analysis/2mnXxnrX5vCGolNkaFvVeM,196800,4,49.0,11.0,-0.3665753781795501,3.0,52.0,5.0,-0.0560916666666666
97,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,62,103,24,2474499,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,audio_features,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n,https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n,183956,4,22.0,3.0,-0.4723807311058044,1.0,23.0,1.0,-0.12124
98,spotify:track:3NanY0K4okhIQzL33U5Ad8,PinkPantheress,Boy's a liar,Warner Records,48,79,12,2466402,0.656,0.838,5,-8.407,1,0.041,0.25,0.00281,0.207,0.74,132.981,audio_features,spotify:track:3NanY0K4okhIQzL33U5Ad8,https://api.spotify.com/v1/tracks/3NanY0K4okhIQzL33U5Ad8,https://api.spotify.com/v1/audio-analysis/3NanY0K4okhIQzL33U5Ad8,131253,4,29.0,6.0,-0.3951896156583513,1.0,29.0,5.0,0.0271142857142857
99,spotify:track:0QHEIqNKsMoOY5urbzN48u,Meghan Trainor,Made You Look,Epic,27,100,18,2460196,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,audio_features,spotify:track:0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,134256,4,42.0,13.0,-0.3081824801184914,1.0,40.0,14.0,-0.0424254545454545
100,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,Nice Life/Atlantic,6,102,42,2429798,0.836,0.743,10,-6.305,0,0.0653,0.0974,0.0,0.335,0.723,108.965,audio_features,spotify:track:6HMtHNpW6YPi1hrw9tgF8P,https://api.spotify.com/v1/tracks/6HMtHNpW6YPi1hrw9tgF8P,https://api.spotify.com/v1/audio-analysis/6HMtHNpW6YPi1hrw9tgF8P,191938,4,12.0,8.0,-0.1379006624221802,1.0,18.0,1.0,0.0369
101,spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,Juice WRLD Mixtape / ISR P&D,13,115,250,2429325,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,audio_features,spotify:track:4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/tracks/4VXIryQMWpIdGgYR4TrjT1,https://api.spotify.com/v1/audio-analysis/4VXIryQMWpIdGgYR4TrjT1,165820,4,10.0,3.0,-0.3433209703518794,0.0,13.0,0.0,-0.0665999999999999
102,spotify:track:4vVjPTApwXZwB2H3mBq3ml,"Quavo, Takeoff",HOTEL LOBBY (Unc & Phew),Quality Control Music/Motown Records,61,106,33,2429044,0.825,0.649,11,-4.297,1,0.169,0.117,0.0,0.232,0.143,127.978,audio_features,spotify:track:4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/audio-analysis/4vVjPTApwXZwB2H3mBq3ml,142657,4,10.0,10.0,-0.0110867440700531,2.0,13.0,5.0,0.135535
103,spotify:track:4h5x3XHLVYFJaItKuO2rhy,"SZA, Phoebe Bridgers",Ghost in the Machine (feat. Phoebe Bridgers),Top Dawg Entertainment/RCA Records,17,95,11,2403145,0.624,0.433,6,-9.572,1,0.0467,0.837,0.0294,0.113,0.589,124.979,audio_features,spotify:track:4h5x3XHLVYFJaItKuO2rhy,https://api.spotify.com/v1/tracks/4h5x3XHLVYFJaItKuO2rhy,https://api.spotify.com/v1/audio-analysis/4h5x3XHLVYFJaItKuO2rhy,218587,4,32.0,20.0,-0.1418407502082678,2.0,49.0,1.0,0.0449096153846153
104,spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,ADOR,34,78,9,2385753,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854,audio_features,spotify:track:3r8RuvgbX9s7ammBn07D3W,https://api.spotify.com/v1/tracks/3r8RuvgbX9s7ammBn07D3W,https://api.spotify.com/v1/audio-analysis/3r8RuvgbX9s7ammBn07D3W,185507,4,8.0,1.0,-0.507778525352478,0.0,8.0,1.0,0.1201888888888889
105,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),Columbia,28,116,86,2375270,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,17.0,4.0,-0.3667860258193243,0.0,20.0,1.0,0.0436095238095238
106,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,27,121,105,2373392,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,audio_features,spotify:track:7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,4,6.0,13.0,0.1827427337044163,0.0,17.0,2.0,0.0392736842105263
107,spotify:track:3XgGQ1wjo5khvq2UImjyNF,Brent Faiyaz,ALL MINE,"Lost Kids LLC., Marketed by Venice / Stem",22,105,29,2368314,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,audio_features,spotify:track:3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/audio-analysis/3XgGQ1wjo5khvq2UImjyNF,216063,4,7.0,0.0,-0.6832684448787144,0.0,4.0,3.0,0.1556285714285714
108,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,Revenge,Bad Vibes Forever / EMPIRE,25,117,69,2366450,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,audio_features,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,120027,4,9.0,7.0,-0.1008909232914447,0.0,16.0,0.0,-0.0884187499999999
109,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,1,113,85,2361504,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,spotify:track:567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/tracks/567e29TDzLwZwfDuEpGTwo,https://api.spotify.com/v1/audio-analysis/567e29TDzLwZwfDuEpGTwo,141806,4,9.0,3.0,-0.2976105064153671,0.0,12.0,0.0,-0.0493333333333333
110,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,Chris Stapleton,Tennessee Whiskey,Mercury Nashville,98,110,95,2360045,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,audio_features,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,https://api.spotify.com/v1/tracks/3fqwjXwUGN6vbzIwvyFMhx,https://api.spotify.com/v1/audio-analysis/3fqwjXwUGN6vbzIwvyFMhx,293293,4,12.0,3.0,-0.3678866386413574,0.0,14.0,1.0,-0.0366999999999999
111,spotify:track:62L9AbfPmUm8gV578rxC51,Morgan Wallen,Everything I Love,Big Loud Records / Mercury Records / Republic Records,35,82,4,2357788,0.563,0.851,8,-3.798,1,0.026,0.00417,0.00113,0.147,0.72,103.996,audio_features,spotify:track:62L9AbfPmUm8gV578rxC51,https://api.spotify.com/v1/tracks/62L9AbfPmUm8gV578rxC51,https://api.spotify.com/v1/audio-analysis/62L9AbfPmUm8gV578rxC51,187047,4,35.0,9.0,-0.3406475782394409,2.0,29.0,13.0,-0.0116522727272727
112,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,101,114,14,2355624,0.559,0.871,5,-5.338,0,0.0397,7.53e-06,0.00545,0.096,0.572,104.97,audio_features,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/tracks/6dBUzqjtbnIa1TwYbyw5CM,https://api.spotify.com/v1/audio-analysis/6dBUzqjtbnIa1TwYbyw5CM,213920,4,14.0,7.0,-0.2258550609861101,2.0,19.0,0.0,-0.1347333333333333
113,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,49,120,33,2351796,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473,audio_features,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/tracks/3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/audio-analysis/3AVrVz5rK8Hrqo9YGiVGN5,290147,4,14.0,13.0,-0.0319787396325005,0.0,24.0,3.0,0.0868666666666666
114,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,Roc-A-Fella,53,128,58,2347915,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,audio_features,spotify:track:5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507,4,10.0,8.0,-0.0927421384387546,1.0,12.0,5.0,0.1435611111111111
115,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,Rihanna,Diamonds,Def Jam Recordings,50,50,2,2336813,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,audio_features,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/tracks/1z9kQ14XBSN0r2v6fx4IdG,https://api.spotify.com/v1/audio-analysis/1z9kQ14XBSN0r2v6fx4IdG,225147,4,20.0,5.0,-0.3748400807380676,0.0,14.0,11.0,0.411804
116,spotify:track:577YBGuskWkVDCxZrLRB4v,Lil Baby,Pure Cocaine,Quality Control Music/Motown Records/Capitol Records,52,130,44,2326697,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,audio_features,spotify:track:577YBGuskWkVDCxZrLRB4v,https://api.spotify.com/v1/tracks/577YBGuskWkVDCxZrLRB4v,https://api.spotify.com/v1/audio-analysis/577YBGuskWkVDCxZrLRB4v,154024,4,27.0,6.0,-0.3812671917857546,2.0,29.0,2.0,-0.0174151515151515
117,spotify:track:2ENexcMEMsYk0rVJigVD3i,Rihanna,Only Girl (In The World),Def Jam Recordings,59,59,2,2320561,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,audio_features,spotify:track:2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/tracks/2ENexcMEMsYk0rVJigVD3i,https://api.spotify.com/v1/audio-analysis/2ENexcMEMsYk0rVJigVD3i,235493,4,18.0,8.0,-0.2424226128138028,0.0,21.0,5.0,0.1598346153846154
118,spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Lil Baby, Gunna",Drip Too Hard (Lil Baby & Gunna),"Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",1,118,222,2320254,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,audio_features,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543,4,14.0,7.0,-0.2003148992856343,0.0,21.0,0.0,-0.0281904761904761
119,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,Rimas Entertainment LLC,10,111,42,2320202,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,audio_features,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,213061,4,30.0,17.0,-0.1698750980356906,2.0,42.0,3.0,0.0138255319148936
120,spotify:track:3sNVsP50132BTNlImLx70i,Kanye West,Bound 2,Rock The World/IDJ/Kanye/LP6,20,122,61,2318274,0.367,0.665,1,-2.821,1,0.0465,0.145,0.0,0.113,0.31,148.913,audio_features,spotify:track:3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/tracks/3sNVsP50132BTNlImLx70i,https://api.spotify.com/v1/audio-analysis/3sNVsP50132BTNlImLx70i,229147,4,10.0,2.0,-0.3834203581015269,0.0,12.0,0.0,-0.024825
121,spotify:track:373gDROnujxNTFa1FojYIl,Linkin Park,Lost,Warner Records,30,30,2,2291060,0.596,0.798,0,-4.63,1,0.0285,0.00412,0.0,0.338,0.459,105.01,audio_features,spotify:track:373gDROnujxNTFa1FojYIl,https://api.spotify.com/v1/tracks/373gDROnujxNTFa1FojYIl,https://api.spotify.com/v1/audio-analysis/373gDROnujxNTFa1FojYIl,199342,4,17.0,4.0,-0.3530791799227397,0.0,20.0,1.0,0.0421380952380952
122,spotify:track:6vjZxvzdAeHp7jv3R398Xm,Jordan Davis,What My World Spins Around,MCA Nashville,122,170,13,2283961,0.686,0.733,2,-6.483,1,0.0401,0.111,0.0,0.153,0.7,124.882,audio_features,spotify:track:6vjZxvzdAeHp7jv3R398Xm,https://api.spotify.com/v1/tracks/6vjZxvzdAeHp7jv3R398Xm,https://api.spotify.com/v1/audio-analysis/6vjZxvzdAeHp7jv3R398Xm,186800,4,12.0,8.0,-0.1379006624221802,1.0,18.0,1.0,0.0369
123,spotify:track:6foY66mWZN0pSRjZ408c00,Morgan Wallen,Whiskey Glasses,Big Loud Records,43,129,196,2283224,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,audio_features,spotify:track:6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/tracks/6foY66mWZN0pSRjZ408c00,https://api.spotify.com/v1/audio-analysis/6foY66mWZN0pSRjZ408c00,234347,4,22.0,7.0,-0.3228905981984631,9.0,18.0,2.0,-0.0658137931034482
124,spotify:track:2fBvSCdG3lDjImqJvnYtvq,Kelsea Ballerini,Mountain With A View,Black River Entertainment,124,-1,1,2275859,0.436,0.434,10,-7.153,1,0.0502,0.679,0.0,0.419,0.447,117.836,audio_features,spotify:track:2fBvSCdG3lDjImqJvnYtvq,https://api.spotify.com/v1/tracks/2fBvSCdG3lDjImqJvnYtvq,https://api.spotify.com/v1/audio-analysis/2fBvSCdG3lDjImqJvnYtvq,177920,4,29.0,6.0,-0.3951896156583513,1.0,29.0,5.0,0.0271142857142857
125,spotify:track:3RKjTYlQrtLXCq5ncswBPp,Baby Tate,"Hey, Mickey!",Yung Baby Tate,39,112,5,2267583,0.912,0.507,2,-11.952,1,0.0587,0.579,0.0,0.167,0.725,134.978,audio_features,spotify:track:3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/tracks/3RKjTYlQrtLXCq5ncswBPp,https://api.spotify.com/v1/audio-analysis/3RKjTYlQrtLXCq5ncswBPp,115556,4,22.0,4.0,-0.4138524188445164,0.0,26.0,0.0,0.16445
126,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,126,37,2250427,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,audio_features,spotify:track:4ewazQLXFTDC8XvCbhvtXs,https://api.spotify.com/v1/tracks/4ewazQLXFTDC8XvCbhvtXs,https://api.spotify.com/v1/audio-analysis/4ewazQLXFTDC8XvCbhvtXs,233456,3,17.0,1.0,-0.5328093502256606,1.0,17.0,0.0,-0.021711111111111
127,spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Lil Baby, Drake",Yes Indeed,"Quality Control Music, LLC",2,131,146,2249997,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,audio_features,spotify:track:6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ,142273,4,12.0,5.0,-0.2291721175698673,0.0,14.0,3.0,0.0794882352941176
128,spotify:track:0kzN7YAMSbmlHOvxlbQW9y,"Grupo Marca Registrada, Grupo Frontera",Di Que Si,"RB Music, Inc. (RB Music/Grupo Marca Registrada)",128,-1,1,2244876,0.57,0.589,9,-5.378,1,0.0488,0.0753,0.0,0.0582,0.796,182.318,audio_features,spotify:track:0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/tracks/0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/audio-analysis/0kzN7YAMSbmlHOvxlbQW9y,190554,4,10.0,2.0,-0.3834203581015269,0.0,12.0,0.0,-0.024825
129,spotify:track:0hquQWY3xvYqN4qtiquniF,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Kemosabe Records/RCA Records,7,135,42,2240312,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,audio_features,spotify:track:0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907,4,16.0,10.0,-0.1469304469915536,1.0,21.0,4.0,0.0520038461538461
130,spotify:track:4FAKtPVycI4DxoOHC01YqD,"Yandel, Feid",Yandel 150,La Leyenda LLC,120,123,4,2237166,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,audio_features,spotify:track:4FAKtPVycI4DxoOHC01YqD,https://api.spotify.com/v1/tracks/4FAKtPVycI4DxoOHC01YqD,https://api.spotify.com/v1/audio-analysis/4FAKtPVycI4DxoOHC01YqD,216148,4,37.0,9.0,-0.3612431015657342,4.0,39.0,3.0,-0.1027021739130434
131,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,Zach Bryan,Heading South,Warner Records,70,143,15,2216131,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,audio_features,spotify:track:2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/tracks/2Dct3GykKZ58hpWRFfe2Qd,https://api.spotify.com/v1/audio-analysis/2Dct3GykKZ58hpWRFfe2Qd,171693,4,6.0,3.0,-0.2026953697204589,0.0,9.0,0.0,0.0630999999999999
132,spotify:track:6Ox1rvlwEpB49drasQm6RF,Lil Peep,Star Shopping,Lil Peep,100,150,68,2209389,0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,audio_features,spotify:track:6Ox1rvlwEpB49drasQm6RF,https://api.spotify.com/v1/tracks/6Ox1rvlwEpB49drasQm6RF,https://api.spotify.com/v1/audio-analysis/6Ox1rvlwEpB49drasQm6RF,142000,4,13.0,5.0,-0.2545679145389133,1.0,15.0,2.0,0.1929
